seq,dinov2,siglip,weakmetric,dinov2_pct,siglip_pct,weakmetric_pct,ensemble_pct,video,camera,start_frame,end_frame,n_dets,avg_conf
813,0.54984450340271,0.5669652223587036,0.5652058124542236,0.5,0.3835616438356164,0.547945205479452,0.4771689497716895,vlincs_MS01_MC0001_MCAM03_2024-03-Tc6,MCAM03,20030,20329,300,0.909363
7214,0.6210277080535889,0.6090806126594543,0.33230865001678467,0.7945205479452054,0.5753424657534246,0.0547945205479452,0.4748858447488584,vlincs_MS01_MC0001_MCAM06_2024-03-Tc8,MCAM06,24180,24358,147,0.480134
8720,0.5180014371871948,0.6921337246894836,0.42130231857299805,0.410958904109589,0.8767123287671232,0.13013698630136986,0.47260273972602734,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6,MCAM08,32455,32754,300,0.852742
2044,0.5563144087791443,0.5621601343154907,0.5637431740760803,0.5273972602739726,0.3493150684931507,0.5273972602739726,0.4680365296803653,vlincs_MS01_MC0001_MCAM03_2024-03-Tc8,MCAM03,35732,36031,300,0.916429
2062,0.4865460693836212,0.5943803787231445,0.5733632445335388,0.3219178082191781,0.5,0.5753424657534246,0.46575342465753417,vlincs_MS01_MC0001_MCAM03_2024-03-Tc8,MCAM03,36332,36430,98,0.786282
1658,0.5446406602859497,0.6044751405715942,0.5200974941253662,0.4863013698630137,0.541095890410959,0.3561643835616438,0.46118721461187223,vlincs_MS01_MC0001_MCAM03_2024-03-Tc8,MCAM03,9142,9441,300,0.874537
6746,0.6010546684265137,0.6176102161407471,0.2256622612476349,0.726027397260274,0.636986301369863,0.00684931506849315,0.45662100456621,vlincs_MS01_MC0001_MCAM05_2024-03-Tc8,MCAM05,8870,8959,90,0.799688
9686,0.4902113676071167,0.648395299911499,0.4887518286705017,0.3287671232876712,0.7602739726027398,0.2671232876712329,0.452054794520548,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6,MCAM08,13934,14233,300,0.832552
2054,0.5678139925003052,0.5752496123313904,0.5059975385665894,0.5753424657534246,0.4178082191780822,0.3219178082191781,0.4383561643835616,vlincs_MS01_MC0001_MCAM03_2024-03-Tc8,MCAM03,36032,36331,300,0.877972
3499,0.47794848680496216,0.6862720251083374,0.46051493287086487,0.273972602739726,0.8561643835616438,0.1780821917808219,0.43607305936073054,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6,MCAM04,35764,35834,67,0.536719
1860,0.5996727347373962,0.49434155225753784,0.5637650489807129,0.7054794520547946,0.06164383561643835,0.5342465753424658,0.4337899543378996,vlincs_MS01_MC0001_MCAM03_2024-03-Tc8,MCAM03,27002,27129,128,0.878885
7168,0.3268435001373291,0.6010452508926392,0.6113446354866028,0.02054794520547945,0.5205479452054794,0.7191780821917808,0.4200913242009132,vlincs_MS01_MC0001_MCAM06_2024-03-Tc8,MCAM06,5893,5983,72,0.713008
9536,0.6515795588493347,0.5466467142105103,0.4024394452571869,0.8904109589041096,0.273972602739726,0.0821917808219178,0.4155251141552512,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6,MCAM08,12945,13046,102,0.848247
926,0.5866892337799072,0.6045346260070801,0.3226723074913025,0.6438356164383562,0.547945205479452,0.0410958904109589,0.41095890410958896,vlincs_MS01_MC0001_MCAM03_2024-03-Tc6,MCAM03,22211,22510,300,0.782665
9604,0.5001105666160583,0.5608990788459778,0.5622269511222839,0.363013698630137,0.3424657534246575,0.5068493150684932,0.4041095890410959,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6,MCAM08,13297,13596,300,0.910807
2033,0.5279433727264404,0.6066466569900513,0.4704938232898712,0.4383561643835616,0.5547945205479452,0.21232876712328766,0.4018264840182648,vlincs_MS01_MC0001_MCAM03_2024-03-Tc8,MCAM03,35432,35731,300,0.920614
7244,0.46193230152130127,0.5561689734458923,0.5985091924667358,0.2054794520547945,0.3219178082191781,0.678082191780822,0.4018264840182648,vlincs_MS01_MC0001_MCAM06_2024-03-Tc8,MCAM06,26377,26497,121,0.912158
